0.0;0;SSH;192.168.5.122;22;192.168.1.101;4175;5.080000000000002;1.7440000000000002;5227.222000000001;0
0.012362;1;HTTP;192.168.3.115;3816;12.180.55.140;80;15.096000000000029;561.6580000000027;29831.731;0
0.012789;2;TCP;192.168.5.122;22;192.168.4.121;51061;7.918000000000002;1.8600000000000005;9249.484;0
0.086875;3;TCP;192.168.4.119;4491;82.98.86.183;80;0.677;0.847;239917.266;0
0.087368;4;TCP;192.168.4.119;4490;91,195,240,124;80;0.48;0.5800000000000001;190919.445;0
0.157604;5;TCP;213.155.64.209;80;192.168.4.119;4489;0.06;0.48;181552.796;0
0.405788;6;TCP;192.168.5.122;22;192.168.1.104;15837;30.474;2.814;11252.489000000001;0
0.528852;7;TCP;65.54.81.171;80;192.168.4.121;51062;0.407;0.9560000000000002;15076.610999999999;0
0.634159;8;TCP;65.54.81.117;80;192.168.4.121;51060;0.06;0.06;33.100999999999935;0
0.966129;9;TCP;212.227.0.82;80;192.168.2.110;3914;0.0;0.36;77433.84400000001;0
1.153611;10;TCP;212,227,116,111;80;192.168.2.110;3916;0.0;0.36;77355.583;0
1.667502;11;IMAP;192.168.1.103;1090;192.168.5.122;143;43.66000000000013;104.06399999999826;8.638271875500001E7;0
2.106691;12;TCP;212,227,116,171;80;192.168.2.110;3917;0.0;0.36;46435.218;0
2.106758;13;TCP;91,195,240,124;80;192.168.2.110;3905;0.0;0.36;21608.201;0
2.196686;14;TCP;142.166.14.70;80;192.168.3.115;3703;0.06;0.12;13.773999999999731;0
2.631503;15;SSH;192.168.3.114;2672;192.168.5.122;22;0.6519999999999999;2.02;138.6430000000001;0
2.837261;16;TCP;142.166.14.80;80;192.168.3.115;3704;0.06;0.12;8.892000000000344;0
3.145052;17;TCP;192.168.5.122;22;192.168.3.114;2673;52.71400000000003;2.95;5675.714000000001;0
5.232097;18;TCP;192.168.5.122;22;192.168.1.101;4176;6.246000000000001;1.6640000000000004;5289.713999999999;0
5.278411;19;TCP;192.91.247.25;80;192.168.2.110;3913;0.0;0.36;27842.36;0
7.842706;20;TCP;67.18.99.115;80;192.168.1.104;15828;0.0;0.36;59951.023;0
7.922827;21;TCP;142.166.14.85;80;192.168.3.115;3818;310.9610000000011;8.449999999999983;102623.872;0
8.814866;22;TCP;192.168.4.119;4486;124.198.191.30;80;0.8099999999999999;0.06;163052.358;0
9.247;23;TCP;213.155.64.209;80;192.168.2.110;3910;0.0;0.36;21577.005;0
9.356348;24;TCP;192.168.5.122;22;192.168.4.121;51063;1042.5180000000043;14.75600000000002;9331.38;0
9.715718;25;TCP;82.98.86.183;80;192.168.2.110;3915;0.0;0.36;15530.412;0
9.785139;26;TCP;195.86.39.11;80;192.168.2.107;2472;0.0;0.36;80715.109;0
9.872301;27;TCP;85,183,249,139;443;192.168.2.110;3918;0.0;0.36;52668.926999999996;0
10.522428;28;TCP;192.168.5.122;22;192.168.1.101;4177;30.714;2.634;5376.532000000001;0
12.2647;29;TCP;192.168.5.122;22;192.168.1.104;15838;6.126000000000002;1.7840000000000005;10937.061000000002;0
13.203808;30;TCP;192.168.2.113;139;192.168.2.106;2983;1.2670000000000001;1.595;406.51499999999885;0
14.484971;31;TCP;82.98.86.181;80;192.168.4.119;4474;0.0;0.12;40029.105;0
15.904686;32;TCP;192.168.5.122;22;192.168.1.101;4178;6.246000000000001;1.6040000000000003;5333.594;0
15.967415;33;TCP;63,245,209,116;443;192.168.1.104;15827;0.0;0.36;15733.802;0
15.967449;34;TCP;209.85.24.58;80;192.168.1.104;15829;0.0;0.36;67575.775;0
15.967569;35;TCP;209.85.24.58;80;192.168.1.104;15830;0.0;0.36;67575.62;0
16.016126;36;TCP;72.11.132.253;80;192.168.4.119;4473;0.0;0.12;41560.29;0
16.59468;37;TCP;209.85.24.58;80;192.168.1.103;1698;0.0;0.36;74481.368;0
16.699779;38;TCP;65.54.81.171;80;192.168.4.121;51064;0.46699999999999997;0.9560000000000002;14548.424;0
17.474235;39;IMAP;192.168.2.111;1112;192.168.5.122;143;43.66100000000013;104.07199999999824;8.638225867E7;0
17.547385;40;HTTP;124.198.191.30;80;192.168.4.119;4476;0.0;0.29;41560.272000000004;0
17.860218;41;TCP;68,178,254,168;80;192.168.1.103;1699;0.0;0.36;77496.965;0
19.19743;42;TCP;192.168.5.122;22;192.168.1.102;2391;7.874000000000005;2.3779999999999997;5433.2080000000005;0
19.658254;43;TCP;82.98.86.183;80;192.168.4.119;4492;31.07999999999999;1.1900000000000006;22761.909000000003;0
19.659344;44;TCP;82.98.86.181;80;192.168.4.119;4493;0.597;0.7500000000000002;193440.01599999997;0
20.344775;45;HTTP;142.166.14.70;80;192.168.4.119;4488;43.57;3.5810000000000013;597461.698;0
21.238908;46;TCP;192.168.5.122;22;192.168.1.101;4179;7.574000000000004;2.3939999999999997;5364.001000000002;0
23.227601;47;TCP;192.168.5.122;80;192.168.3.115;3707;0.12;0.06;0.506999999998925;0
23.436228;48;TCP;192.168.5.122;22;192.168.1.104;15839;7.334000000000006;2.754;13329.020999999997;0
23.809878;49;TCP;192.168.2.113;139;192.168.2.110;3925;1.2670000000000001;1.715;811.6669999999999;0
24.633026;50;TCP;192.168.5.122;22;192.168.1.102;2392;15.005999999999998;2.4979999999999998;5316.315;0
26.422388;51;IMAP;192.168.1.104;1452;192.168.5.122;143;43.60000000000015;103.92199999999829;8.626276859899999E7;0
26.60369;52;TCP;192.168.5.122;22;192.168.1.101;4180;6.310000000000001;1.6640000000000004;5337.379999999999;0
26.930207;53;TCP;192.168.3.115;3817;72.233.44.61;80;0.42;0.06;131935.59300000002;0
28.524649;54;TCP;68.142.231.17;80;192.168.4.118;4483;32.16499999999999;1.0440000000000005;288.85;0
28.820086;55;TCP;142.166.14.86;80;192.168.4.118;4484;3.402;0.6540000000000001;100062.59499999999;0
28.844202;56;TCP;209.85.24.58;80;192.168.1.103;1701;0.0;0.36;77434.39600000001;0
29.951024;57;TCP;192.168.5.122;22;192.168.1.102;2393;13.314000000000002;2.4379999999999997;5372.220000000002;0
31.215331;58;TCP;65.54.81.171;80;192.168.4.121;51065;0.407;0.9560000000000002;15076.815000000004;0
31.477846;59;TCP;203.84.202.164;80;192.168.4.118;4485;169.21400000000014;3.7780000000000027;3365.5800000000013;0
31.941701;60;TCP;192.168.5.122;22;192.168.1.101;4181;986.8300000000057;14.49400000000002;5859.694000000001;0
32.900939;61;TCP;69.147.125.65;80;192.168.4.118;4486;48.688000000000024;1.846000000000001;163628.184;0
34.574383;62;TCP;192.168.5.122;22;192.168.4.121;51066;56.23000000000003;3.1200000000000006;7930.233000000001;0
34.615442;63;TCP;98.137.80.50;80;192.168.4.118;4487;26.52399999999999;1.8300000000000005;134898.76799999998;0
35.324026;64;TCP;192.168.5.122;22;192.168.1.102;2394;8.582000000000003;2.3939999999999997;5307.100999999996;0
35.609402;65;TCP;192.168.5.122;80;192.168.2.106;2984;104.118;2.661000000000001;101012.624;0
35.710739;66;TCP;192.168.5.122;22;192.168.2.113;4491;7.590000000000004;2.3779999999999997;5399.123000000003;0
35.811939;67;TCP;91,195,240,124;80;192.168.4.119;4466;0.0;0.06;0.0;0
36.454152;68;TCP;192.168.5.122;80;192.168.1.103;1702;0.0;0.06;0.0;0
36.578079;69;TCP;12.180.55.140;80;192.168.2.106;2985;1718.700999999977;49.07000000000034;71998.839;0
37.170149;70;TCP;192.168.5.122;22;192.168.1.104;15840;6.190000000000002;1.7840000000000005;13874.348999999995;0
37.276836;71;TCP;69.192.16.128;80;192.168.2.106;2986;76.86000000000004;3.058000000000001;104267.861;0
37.46967;72;TCP;192.168.5.122;22;192.168.1.103;1705;7.874000000000005;2.3779999999999997;5478.150999999997;0
37.917353;73;TCP;192.168.5.122;22;192.168.1.101;4182;54.49000000000003;2.858;5381.0490000000045;0
39.683093;74;MSNMS;65.54.189.84;1863;192.168.4.121;51723;18.040999999999972;32.122999999999706;1.171897097E7;0
40.171918;75;TCP;12.180.55.140;80;192.168.2.106;2987;117.10599999999992;4.933999999999998;25760.403000000002;0
40.631846;76;TCP;192.168.5.122;22;192.168.1.102;2395;7.306000000000004;2.252;5355.560999999994;0
40.843571;77;TCP;208.111.160.6;80;192.168.2.106;2988;2.7750000000000004;0.456;129.50500000000176;0
41.111518;78;TCP;192.168.5.122;22;192.168.2.113;4492;15.005999999999998;2.4979999999999998;5445.8930000000055;0
41.362344;79;TCP;208,111,161,254;80;192.168.2.106;2989;3.5270000000000006;0.456;352.24999999999795;0
42.148222;80;TCP;208.111.160.6;80;192.168.2.106;2990;2.609;0.456;142.0220000000043;0
42.218453;81;TCP;72.11.132.253;80;192.168.4.119;4494;0.962;0.7400000000000002;194723.38000000003;0
42.249166;82;TCP;82.98.86.181;80;192.168.4.119;4478;0.0;0.36;77448.955;0
42.249315;83;TCP;82.98.86.181;80;192.168.4.119;4479;0.0;0.36;77448.772;0
